2025-10-23 07:49:33 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 启动 AI 语音助手
2025-10-23 16:21:00 | ai_assistant | INFO     | main.py:45 | handle_single_interaction() | {'success': True, 'message': '{\n  "intent": "chat",\n  "task_type": "user_issue_response",\n  "execution_plan": [],\n  "response_to_user": "你在刚才的操作中遇到了问题？能具体说说是什么情况吗？我会尽力帮你解决。",\n  "requires_confirmation": false,\n  "mode": "parallel"\n}', 'operation': 'task_plan'}
2025-10-23 16:21:00 | ai_assistant | ERROR    | logger_utils.py:38 | wrapper() | ❌ 函数 'handle_single_interaction' 执行失败，耗时: 9.341s
Traceback (most recent call last):
  File "f:\程序员的日常\python\AI_Manager\Progress\utils\logger_utils.py", line 32, in wrapper
    result = func(*args, **kwargs)
  File "f:\程序员的日常\python\AI_Manager\main.py", line 47, in handle_single_interaction
    ai_reply = str(result["response_to_user"])
                   ~~~~~~^^^^^^^^^^^^^^^^^^^^
KeyError: 'response_to_user'
2025-10-23 16:21:00 | ai_assistant | ERROR    | main.py:87 | main() | ⚠️ 单次交互过程中发生异常，已降级处理
Traceback (most recent call last):
  File "f:\程序员的日常\python\AI_Manager\main.py", line 75, in main
    handle_single_interaction()
    ~~~~~~~~~~~~~~~~~~~~~~~~~^^
  File "f:\程序员的日常\python\AI_Manager\Progress\utils\logger_utils.py", line 17, in wrapper
    return func(*args, **kwargs)
  File "f:\程序员的日常\python\AI_Manager\Progress\utils\logger_utils.py", line 32, in wrapper
    result = func(*args, **kwargs)
  File "f:\程序员的日常\python\AI_Manager\main.py", line 47, in handle_single_interaction
    ai_reply = str(result["response_to_user"])
                   ~~~~~~^^^^^^^^^^^^^^^^^^^^
KeyError: 'response_to_user'
2025-10-23 16:21:00 | ai_assistant | INFO     | main.py:89 | main() | 🗣️ 回复: 抱歉，我在处理刚才的操作时遇到了一点问题。
2025-10-23 16:21:00 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 16:21:00 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
2025-10-23 16:21:00 | ai_assistant | INFO     | voice_recognizer.py:108 | listen_and_recognize() | 🔊 请说话...
2025-10-23 16:21:03 | ai_assistant | INFO     | voice_recognizer.py:153 | listen_and_recognize() | 🎯 识别结果: '在'
2025-10-23 16:21:03 | ai_assistant | INFO     | main.py:38 | handle_single_interaction() | 🗣️ 用户说: '在'
2025-10-23 16:21:03 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理语音指令
2025-10-23 16:21:05 | ai_assistant | WARNING  | qwen_assistant.py:185 | _validate_plan_structure() | execution_plan 必须是非空数组
2025-10-23 16:21:05 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行多任务计划
2025-10-23 16:21:05 | ai_assistant | INFO     | main.py:45 | handle_single_interaction() | {'success': True, 'message': '{\n  "intent": "chat",\n  "task_type": "acknowledgment_response",\n  "execution_plan": [],\n  "response_to_user": "在的，我在。请告诉我你需要什么帮助？",\n  "requires_confirmation": false,\n  "mode": "parallel"\n}', 'operation': 'task_plan'}
2025-10-23 16:21:05 | ai_assistant | ERROR    | logger_utils.py:38 | wrapper() | ❌ 函数 'handle_single_interaction' 执行失败，耗时: 4.680s
Traceback (most recent call last):
  File "f:\程序员的日常\python\AI_Manager\Progress\utils\logger_utils.py", line 32, in wrapper
    result = func(*args, **kwargs)
  File "f:\程序员的日常\python\AI_Manager\main.py", line 47, in handle_single_interaction
    ai_reply = str(result["response_to_user"])
                   ~~~~~~^^^^^^^^^^^^^^^^^^^^
KeyError: 'response_to_user'
2025-10-23 16:21:05 | ai_assistant | ERROR    | main.py:87 | main() | ⚠️ 单次交互过程中发生异常，已降级处理
Traceback (most recent call last):
  File "f:\程序员的日常\python\AI_Manager\main.py", line 75, in main
    handle_single_interaction()
    ~~~~~~~~~~~~~~~~~~~~~~~~~^^
  File "f:\程序员的日常\python\AI_Manager\Progress\utils\logger_utils.py", line 17, in wrapper
    return func(*args, **kwargs)
  File "f:\程序员的日常\python\AI_Manager\Progress\utils\logger_utils.py", line 32, in wrapper
    result = func(*args, **kwargs)
  File "f:\程序员的日常\python\AI_Manager\main.py", line 47, in handle_single_interaction
    ai_reply = str(result["response_to_user"])
                   ~~~~~~^^^^^^^^^^^^^^^^^^^^
KeyError: 'response_to_user'
2025-10-23 16:21:05 | ai_assistant | INFO     | main.py:89 | main() | 🗣️ 回复: 抱歉，我在处理刚才的操作时遇到了一点问题。
2025-10-23 16:21:05 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 16:21:05 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
2025-10-23 16:21:05 | ai_assistant | INFO     | voice_recognizer.py:108 | listen_and_recognize() | 🔊 请说话...
2025-10-23 16:29:14 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 启动 AI 语音助手
2025-10-23 16:29:14 | ai_assistant | INFO     | main.py:60 | main() | 🚀 正在启动 AI 语音助手系统...
2025-10-23 16:29:14 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 16:29:14 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
2025-10-23 16:29:14 | ai_assistant | INFO     | voice_recognizer.py:108 | listen_and_recognize() | 🔊 请说话...
2025-10-23 16:29:18 | ai_assistant | INFO     | voice_recognizer.py:153 | listen_and_recognize() | 🎯 识别结果: '你好'
2025-10-23 16:29:18 | ai_assistant | INFO     | main.py:38 | handle_single_interaction() | 🗣️ 用户说: '你好'
2025-10-23 16:29:18 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理语音指令
2025-10-23 16:29:21 | ai_assistant | WARNING  | qwen_assistant.py:185 | _validate_plan_structure() | execution_plan 必须是非空数组
2025-10-23 16:29:21 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行多任务计划
2025-10-23 16:29:21 | ai_assistant | INFO     | main.py:47 | handle_single_interaction() | ✅ 操作成功: task_plan -> {
  "intent": "chat",
  "task_type": "greeting_response",
  "execution_plan": [],
  "response_to_user": "你好！有什么我可以帮你的吗？",
  "requires_confirmation": false,
  "mode": "parallel"
}
2025-10-23 16:29:21 | ai_assistant | INFO     | main.py:54 | handle_single_interaction() | 🤖 回复: {
  "intent": "chat",
  "task_type": "greeting_response",
  "execution_plan": [],
  "response_to_user": "你好！有什么我可以帮你的吗？",
  "requires_confirmation": false,
  "mode": "parallel"
}
2025-10-23 16:29:21 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 16:29:21 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
2025-10-23 16:29:21 | ai_assistant | INFO     | voice_recognizer.py:108 | listen_and_recognize() | 🔊 请说话...
2025-10-23 16:29:27 | ai_assistant | INFO     | voice_recognizer.py:148 | listen_and_recognize() | 💤 超时未检测到语音输入
2025-10-23 16:29:27 | ai_assistant | INFO     | voice_recognizer.py:156 | listen_and_recognize() | ❓ 未识别到有效内容
2025-10-23 16:29:27 | ai_assistant | INFO     | main.py:35 | handle_single_interaction() | 🔇 未检测到有效语音
2025-10-23 16:29:27 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 16:29:27 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
2025-10-23 16:29:27 | ai_assistant | INFO     | voice_recognizer.py:108 | listen_and_recognize() | 🔊 请说话...
2025-10-23 16:29:32 | ai_assistant | INFO     | voice_recognizer.py:156 | listen_and_recognize() | ❓ 未识别到有效内容
2025-10-23 16:29:32 | ai_assistant | INFO     | main.py:35 | handle_single_interaction() | 🔇 未检测到有效语音
2025-10-23 16:29:33 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 16:29:33 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
2025-10-23 16:29:33 | ai_assistant | INFO     | voice_recognizer.py:108 | listen_and_recognize() | 🔊 请说话...
2025-10-23 16:29:36 | ai_assistant | INFO     | voice_recognizer.py:153 | listen_and_recognize() | 🎯 识别结果: '想 你好 打开 的 文本 文件'
2025-10-23 16:29:36 | ai_assistant | INFO     | main.py:38 | handle_single_interaction() | 🗣️ 用户说: '想 你好 打开 的 文本 文件'
2025-10-23 16:29:36 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理语音指令
2025-10-23 16:29:39 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行多任务计划
2025-10-23 16:29:39 | ai_assistant | INFO     | main.py:47 | handle_single_interaction() | ✅ 操作成功: task_plan -> 正在尝试读取文件...
2025-10-23 16:29:39 | ai_assistant | INFO     | main.py:54 | handle_single_interaction() | 🤖 回复: 正在尝试读取文件...
2025-10-23 16:29:40 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 16:29:40 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
2025-10-23 16:29:40 | ai_assistant | INFO     | voice_recognizer.py:108 | listen_and_recognize() | 🔊 请说话...
2025-10-23 16:29:45 | ai_assistant | INFO     | voice_recognizer.py:148 | listen_and_recognize() | 💤 超时未检测到语音输入
2025-10-23 16:29:45 | ai_assistant | INFO     | voice_recognizer.py:156 | listen_and_recognize() | ❓ 未识别到有效内容
2025-10-23 16:29:45 | ai_assistant | INFO     | main.py:35 | handle_single_interaction() | 🔇 未检测到有效语音
2025-10-23 16:29:45 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 16:29:45 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
2025-10-23 16:29:45 | ai_assistant | INFO     | voice_recognizer.py:108 | listen_and_recognize() | 🔊 请说话...
2025-10-23 16:29:50 | ai_assistant | INFO     | voice_recognizer.py:153 | listen_and_recognize() | 🎯 识别结果: '的 了'
2025-10-23 16:29:50 | ai_assistant | INFO     | main.py:38 | handle_single_interaction() | 🗣️ 用户说: '的 了'
2025-10-23 16:29:50 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理语音指令
2025-10-23 16:29:53 | ai_assistant | WARNING  | qwen_assistant.py:185 | _validate_plan_structure() | execution_plan 必须是非空数组
2025-10-23 16:29:53 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行多任务计划
2025-10-23 16:29:53 | ai_assistant | INFO     | main.py:47 | handle_single_interaction() | ✅ 操作成功: task_plan -> {
  "intent": "chat",
  "task_type": "unknown_input",
  "execution_plan": [],
  "response_to_user": "不太明白你说的“的了”是什么意思，能再解释得清楚一点吗？",
  "requires_confirmation": false,
  "mode": "parallel"
}
2025-10-23 16:29:53 | ai_assistant | INFO     | main.py:54 | handle_single_interaction() | 🤖 回复: {
  "intent": "chat",
  "task_type": "unknown_input",
  "execution_plan": [],
  "response_to_user": "不太明白你说的“的了”是什么意思，能再解释得清楚一点吗？",
  "requires_confirmation": false,
  "mode": "parallel"
}
2025-10-23 16:29:53 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 16:29:53 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
2025-10-23 16:29:53 | ai_assistant | INFO     | voice_recognizer.py:108 | listen_and_recognize() | 🔊 请说话...
2025-10-23 16:29:58 | ai_assistant | INFO     | voice_recognizer.py:153 | listen_and_recognize() | 🎯 识别结果: '想 放弃'
2025-10-23 16:29:58 | ai_assistant | INFO     | main.py:38 | handle_single_interaction() | 🗣️ 用户说: '想 放弃'
2025-10-23 16:29:58 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理语音指令
2025-10-23 16:30:01 | ai_assistant | WARNING  | qwen_assistant.py:185 | _validate_plan_structure() | execution_plan 必须是非空数组
2025-10-23 16:30:01 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行多任务计划
2025-10-23 16:30:01 | ai_assistant | INFO     | main.py:47 | handle_single_interaction() | ✅ 操作成功: task_plan -> {
  "intent": "chat",
  "task_type": "user_aborted",
  "execution_plan": [],
  "response_to_user": "好的，已取消当前操作。如果有其他需要帮助的地方，随时告诉我！",
  "requires_confirmation": false,
  "mode": "parallel"
}
2025-10-23 16:30:01 | ai_assistant | INFO     | main.py:54 | handle_single_interaction() | 🤖 回复: {
  "intent": "chat",
  "task_type": "user_aborted",
  "execution_plan": [],
  "response_to_user": "好的，已取消当前操作。如果有其他需要帮助的地方，随时告诉我！",
  "requires_confirmation": false,
  "mode": "parallel"
}
2025-10-23 16:30:02 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 16:30:02 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
2025-10-23 16:30:02 | ai_assistant | INFO     | voice_recognizer.py:108 | listen_and_recognize() | 🔊 请说话...
2025-10-23 16:30:06 | ai_assistant | INFO     | voice_recognizer.py:153 | listen_and_recognize() | 🎯 识别结果: '下划线 下 唤醒'
2025-10-23 16:30:06 | ai_assistant | INFO     | main.py:38 | handle_single_interaction() | 🗣️ 用户说: '下划线 下 唤醒'
2025-10-23 16:30:06 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理语音指令
2025-10-23 16:30:10 | ai_assistant | WARNING  | qwen_assistant.py:185 | _validate_plan_structure() | execution_plan 必须是非空数组
2025-10-23 16:30:10 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行多任务计划
2025-10-23 16:30:10 | ai_assistant | INFO     | main.py:47 | handle_single_interaction() | ✅ 操作成功: task_plan -> {
  "intent": "chat",
  "task_type": "unknown_command",
  "execution_plan": [],
  "response_to_user": "“下划线”和“唤醒”是指什么操作呢？能解释得更清楚一点吗？我在这里随时准备帮你。",
  "requires_confirmation": false,
  "mode": "parallel"
}
2025-10-23 16:30:10 | ai_assistant | INFO     | main.py:54 | handle_single_interaction() | 🤖 回复: {
  "intent": "chat",
  "task_type": "unknown_command",
  "execution_plan": [],
  "response_to_user": "“下划线”和“唤醒”是指什么操作呢？能解释得更清楚一点吗？我在这里随时准备帮你。",
  "requires_confirmation": false,
  "mode": "parallel"
}
2025-10-23 16:30:11 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 16:30:11 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
2025-10-23 16:30:11 | ai_assistant | INFO     | voice_recognizer.py:108 | listen_and_recognize() | 🔊 请说话...
2025-10-23 16:30:14 | ai_assistant | INFO     | voice_recognizer.py:153 | listen_and_recognize() | 🎯 识别结果: '想法'
2025-10-23 16:30:14 | ai_assistant | INFO     | main.py:38 | handle_single_interaction() | 🗣️ 用户说: '想法'
2025-10-23 16:30:14 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理语音指令
2025-10-23 16:30:17 | ai_assistant | WARNING  | qwen_assistant.py:185 | _validate_plan_structure() | execution_plan 必须是非空数组
2025-10-23 16:30:17 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行多任务计划
2025-10-23 16:30:17 | ai_assistant | INFO     | main.py:47 | handle_single_interaction() | ✅ 操作成功: task_plan -> {
  "intent": "chat",
  "task_type": "general_response",
  "execution_plan": [],
  "response_to_user": "你有新的想法了吗？可以和我分享一下，我会尽力帮你实现或提供建议。",
  "requires_confirmation": false,
  "mode": "parallel"
}
2025-10-23 16:30:17 | ai_assistant | INFO     | main.py:54 | handle_single_interaction() | 🤖 回复: {
  "intent": "chat",
  "task_type": "general_response",
  "execution_plan": [],
  "response_to_user": "你有新的想法了吗？可以和我分享一下，我会尽力帮你实现或提供建议。",
  "requires_confirmation": false,
  "mode": "parallel"
}
2025-10-23 16:30:17 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 16:30:17 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
2025-10-23 16:30:17 | ai_assistant | INFO     | voice_recognizer.py:108 | listen_and_recognize() | 🔊 请说话...
2025-10-23 16:30:19 | ai_assistant | INFO     | voice_recognizer.py:153 | listen_and_recognize() | 🎯 识别结果: '四'
2025-10-23 16:30:19 | ai_assistant | INFO     | main.py:38 | handle_single_interaction() | 🗣️ 用户说: '四'
2025-10-23 16:30:19 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理语音指令
2025-10-23 16:30:23 | ai_assistant | WARNING  | qwen_assistant.py:185 | _validate_plan_structure() | execution_plan 必须是非空数组
2025-10-23 16:30:23 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行多任务计划
2025-10-23 16:30:23 | ai_assistant | INFO     | main.py:47 | handle_single_interaction() | ✅ 操作成功: task_plan -> {
  "intent": "chat",
  "task_type": "unknown_input",
  "execution_plan": [],
  "response_to_user": "你说的“四”是指什么呀？能再补充一点信息吗？我在这里听着呢。",
  "requires_confirmation": false,
  "mode": "parallel"
}
2025-10-23 16:30:23 | ai_assistant | INFO     | main.py:54 | handle_single_interaction() | 🤖 回复: {
  "intent": "chat",
  "task_type": "unknown_input",
  "execution_plan": [],
  "response_to_user": "你说的“四”是指什么呀？能再补充一点信息吗？我在这里听着呢。",
  "requires_confirmation": false,
  "mode": "parallel"
}
2025-10-23 16:30:23 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 16:30:23 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
2025-10-23 16:30:23 | ai_assistant | INFO     | voice_recognizer.py:108 | listen_and_recognize() | 🔊 请说话...
2025-10-23 16:30:40 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 启动 AI 语音助手
2025-10-23 16:30:40 | ai_assistant | INFO     | main.py:60 | main() | 🚀 正在启动 AI 语音助手系统...
2025-10-23 16:30:40 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 16:30:40 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
2025-10-23 16:30:40 | ai_assistant | INFO     | voice_recognizer.py:108 | listen_and_recognize() | 🔊 请说话...
2025-10-23 16:30:45 | ai_assistant | INFO     | voice_recognizer.py:153 | listen_and_recognize() | 🎯 识别结果: '你好 打开 浏览器'
2025-10-23 16:30:45 | ai_assistant | INFO     | main.py:38 | handle_single_interaction() | 🗣️ 用户说: '你好 打开 浏览器'
2025-10-23 16:30:45 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理语音指令
2025-10-23 16:30:48 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行多任务计划
2025-10-23 16:30:48 | ai_assistant | INFO     | main.py:47 | handle_single_interaction() | ✅ 操作成功: task_plan -> 正在尝试打开browser...
2025-10-23 16:30:48 | ai_assistant | INFO     | main.py:54 | handle_single_interaction() | 🤖 回复: 正在尝试打开browser...
2025-10-23 16:30:48 | ai_assistant | INFO     | system_controller.py:415 | _get_browser_command() | 🌐 已使用默认浏览器打开: https://www.baidu.com
2025-10-23 16:30:48 | ai_assistant | INFO     | system_controller.py:174 | _run() | 🌐 正在打开浏览器访问: https://www.baidu.com
2025-10-23 16:30:48 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 16:30:48 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
2025-10-23 16:30:48 | ai_assistant | INFO     | voice_recognizer.py:108 | listen_and_recognize() | 🔊 请说话...
2025-10-23 16:30:53 | ai_assistant | INFO     | voice_recognizer.py:148 | listen_and_recognize() | 💤 超时未检测到语音输入
2025-10-23 16:30:53 | ai_assistant | INFO     | voice_recognizer.py:156 | listen_and_recognize() | ❓ 未识别到有效内容
2025-10-23 16:30:53 | ai_assistant | INFO     | main.py:35 | handle_single_interaction() | 🔇 未检测到有效语音
2025-10-23 16:30:54 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 16:30:54 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
2025-10-23 16:30:54 | ai_assistant | INFO     | voice_recognizer.py:108 | listen_and_recognize() | 🔊 请说话...
2025-10-23 16:30:57 | ai_assistant | INFO     | voice_recognizer.py:153 | listen_and_recognize() | 🎯 识别结果: '的'
2025-10-23 16:30:57 | ai_assistant | INFO     | main.py:38 | handle_single_interaction() | 🗣️ 用户说: '的'
2025-10-23 16:30:57 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理语音指令
2025-10-23 16:30:59 | ai_assistant | WARNING  | qwen_assistant.py:185 | _validate_plan_structure() | execution_plan 必须是非空数组
2025-10-23 16:30:59 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行多任务计划
2025-10-23 16:30:59 | ai_assistant | INFO     | main.py:47 | handle_single_interaction() | ✅ 操作成功: task_plan -> {
  "intent": "chat",
  "task_type": "",
  "execution_plan": [],
  "response_to_user": "您似乎只说了一个词，能提供更多信息吗？",
  "requires_confirmation": false,
  "mode": "parallel"
}
2025-10-23 16:30:59 | ai_assistant | INFO     | main.py:54 | handle_single_interaction() | 🤖 回复: {
  "intent": "chat",
  "task_type": "",
  "execution_plan": [],
  "response_to_user": "您似乎只说了一个词，能提供更多信息吗？",
  "requires_confirmation": false,
  "mode": "parallel"
}
2025-10-23 16:31:00 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 16:31:00 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
2025-10-23 16:31:00 | ai_assistant | INFO     | voice_recognizer.py:108 | listen_and_recognize() | 🔊 请说话...
2025-10-23 16:31:03 | ai_assistant | INFO     | voice_recognizer.py:153 | listen_and_recognize() | 🎯 识别结果: '想法'
2025-10-23 16:31:03 | ai_assistant | INFO     | main.py:38 | handle_single_interaction() | 🗣️ 用户说: '想法'
2025-10-23 16:31:03 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理语音指令
2025-10-23 16:31:06 | ai_assistant | WARNING  | qwen_assistant.py:185 | _validate_plan_structure() | execution_plan 必须是非空数组
2025-10-23 16:31:06 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行多任务计划
2025-10-23 16:31:06 | ai_assistant | INFO     | main.py:47 | handle_single_interaction() | ✅ 操作成功: task_plan -> {
  "intent": "chat",
  "task_type": "",
  "execution_plan": [],
  "response_to_user": "我目前没有具体的想法，但我可以帮您处理各种任务，比如打开应用、播放音乐或管理文件。您需要什么帮助吗？",
  "requires_confirmation": false,
  "mode": "parallel"
}
2025-10-23 16:31:06 | ai_assistant | INFO     | main.py:54 | handle_single_interaction() | 🤖 回复: {
  "intent": "chat",
  "task_type": "",
  "execution_plan": [],
  "response_to_user": "我目前没有具体的想法，但我可以帮您处理各种任务，比如打开应用、播放音乐或管理文件。您需要什么帮助吗？",
  "requires_confirmation": false,
  "mode": "parallel"
}
2025-10-23 16:31:07 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 16:31:07 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
2025-10-23 16:31:07 | ai_assistant | INFO     | voice_recognizer.py:108 | listen_and_recognize() | 🔊 请说话...
2025-10-23 16:36:52 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 启动 AI 语音助手
2025-10-23 16:36:52 | ai_assistant | INFO     | main.py:60 | main() | 🚀 正在启动 AI 语音助手系统...
2025-10-23 16:36:52 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 16:36:52 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
2025-10-23 16:36:52 | ai_assistant | INFO     | voice_recognizer.py:110 | listen_and_recognize() | 🔊 请说话...
2025-10-23 16:36:57 | ai_assistant | INFO     | voice_recognizer.py:160 | listen_and_recognize() | ❓ 未识别到有效内容
2025-10-23 16:36:57 | ai_assistant | INFO     | main.py:35 | handle_single_interaction() | 🔇 未检测到有效语音
2025-10-23 16:36:58 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 16:36:58 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
2025-10-23 16:36:58 | ai_assistant | INFO     | voice_recognizer.py:110 | listen_and_recognize() | 🔊 请说话...
2025-10-23 16:37:02 | ai_assistant | INFO     | voice_recognizer.py:157 | listen_and_recognize() | 🎯 识别结果: '你好'
2025-10-23 16:37:02 | ai_assistant | INFO     | main.py:38 | handle_single_interaction() | 🗣️ 用户说: '你好'
2025-10-23 16:37:02 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理语音指令
2025-10-23 16:37:04 | ai_assistant | WARNING  | qwen_assistant.py:185 | _validate_plan_structure() | execution_plan 必须是非空数组
2025-10-23 16:37:04 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行多任务计划
2025-10-23 16:37:04 | ai_assistant | INFO     | main.py:47 | handle_single_interaction() | ✅ 操作成功: task_plan -> {
  "intent": "chat",
  "task_type": "greeting_response",
  "execution_plan": [],
  "response_to_user": "你好！有什么我可以帮你的吗？",
  "requires_confirmation": false,
  "mode": "parallel"
}
2025-10-23 16:37:04 | ai_assistant | INFO     | main.py:54 | handle_single_interaction() | 🤖 回复: {
  "intent": "chat",
  "task_type": "greeting_response",
  "execution_plan": [],
  "response_to_user": "你好！有什么我可以帮你的吗？",
  "requires_confirmation": false,
  "mode": "parallel"
}
2025-10-23 16:37:05 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
2025-10-23 16:37:05 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 执行单次语音识别
2025-10-23 16:37:05 | ai_assistant | INFO     | voice_recognizer.py:110 | listen_and_recognize() | 🔊 请说话...
2025-10-23 16:37:10 | ai_assistant | INFO     | voice_recognizer.py:160 | listen_and_recognize() | ❓ 未识别到有效内容
2025-10-23 16:37:10 | ai_assistant | INFO     | main.py:35 | handle_single_interaction() | 🔇 未检测到有效语音
2025-10-23 16:37:10 | ai_assistant | INFO     | logger_utils.py:16 | wrapper() | 🔄 开始执行: 处理一次语音交互
